Category,Item Name,Item Code,Size,Finish,PCS / Set,SPU,MRP (?),New Product
Aluminium Profiles & Handles,Basket PWB-22-20-04-D 410 x 85 mm BR Nos 595,PWB-22-20-06-D,185 mm | 290 x 185 | 85 mm | 410 x 85,BR,Nos,135,710,
Aluminium Profiles & Handles,Basket PWB-22-20-04-D 410 x 85 mm BR Nos 595,PWB-22-20-08-D,185 mm | 290 x 185 | 85 mm | 410 x 85,BR,Nos,185,827,
Aluminium Profiles & Handles,Basket PWB-22-20-04-D 410 x 85 mm BR Nos 595,RA-BCCS1-15-20-4,135 mm | 410 x 135 | 185 mm | 410 x 185,SS,Each,1,"2,855",
Aluminium Profiles & Handles,Basket PWB-22-20-04-D 410 x 85 mm BR Nos 595,RA-BCCS1-15-20-6,185 mm | 410 x 185 | 394x505x100 | 394x505x150,SS,Each,1,"2,904",
Aluminium Profiles & Handles,Basket PWB-22-20-04-D 410 x 85 mm BR Nos 595,RA-BCCS1-15-20-8,394x505x100 | 394x505x150 | 394x505x200 | 444x505x100,SS,Each,1,"3,404",
Aluminium Profiles & Handles,Basket PWB-22-20-04-D 410 x 85 mm BR Nos 595,RA-BCCS1-17-20-4,394x505x100 | 394x505x150 | 394x505x200 | 444x505x100,SS,Each,1,"3,008",
Aluminium Profiles & Handles,Basket PWB-22-20-04-D 410 x 85 mm BR Nos 595,RA-BCCS1-17-20-6,394x505x150 | 394x505x200 | 444x505x100 | 444x505x150,SS,Each,1,"3,078",
Aluminium Profiles & Handles,For Undermount Slide-SS304,RA-BCCS1-17-20-8,444x505x150 | 444x505x200,SS,Each,1,"3,614",
Aluminium Profiles & Handles,Slide-Slim2 code CDSS2HKB-50-SC),RA-BCCS1-19-20-4,444x505x200 | 494x505x100 | 494x505x150 | 494x505x200,SS,Each,1,"3,176",
Aluminium Profiles & Handles,Slide-Slim2 code CDSS2HKB-50-SC),RA-BCCS1-19-20-6,494x505x100 | 494x505x150 | 494x505x200 | 544x505x100,SS,Each,1,"3,246",
Aluminium Profiles & Handles,Slide-Slim2 code CDSS2HKB-50-SC),RA-BCCS1-19-20-8,494x505x100 | 494x505x150 | 494x505x200 | 544x505x100,SS,Each,1,"3,772",
Aluminium Profiles & Handles,Slide-Slim2 code CDSS2HKB-50-SC),RA-BCCS1-21-20-4,494x505x100 | 494x505x150 | 494x505x200 | 544x505x100,SS,Each,1,"3,300",
Aluminium Profiles & Handles,Slide-Slim2 code CDSS2HKB-50-SC),RA-BCCS1-21-20-6,494x505x150 | 494x505x200 | 544x505x100 | 544x505x150,SS,Each,1,"3,444",
Aluminium Profiles & Handles,Slide-Slim2 code CDSS2HKB-50-SC),RA-BCCS1-21-20-8,494x505x200 | 544x505x100 | 544x505x150 | 544x505x200,SS,Each,1,"3,933",
Aluminium Profiles & Handles,Slide-Slim2 code CDSS2HKB-50-SC),RA-BCCS1-15-20-4-CT,544x505x150 | 544x505x200 | 394x505x100 | 444x505x100,SS,Each,1,"4,871",
Aluminium Profiles & Handles,Slim 2 : code CDSS2HKB-50-SC) RA-BCCS1-19-20-4-CT 494x505x100 SS Each 1 5650,RA-BCCS1-21-20-4-CT,494x505x100 | 544x505x100 | 394x505x100,SS,Each,1,"6,184",
Aluminium Profiles & Handles,Slim 2 : code CDSS2HKB-50-SC) RA-BCCS1-19-20-4-CT 494x505x100 SS Each 1 5650,RA-BCCS1-15-20-4-CS,544x505x100 | 394x505x100 | 444x505x100,SS,Each,1,"3,208",
Aluminium Profiles & Handles,Slim2: code CDSS2HKB-50-SC),RA-BCCS1-21-20-4-CS,494x505x100 | 544x505x100 | 394x505x150,SS,Each,1,"3,740",
Aluminium Profiles & Handles,Slim2: code CDSS2HKB-50-SC),RA-BCCS1-15-20-6-PL,544x505x100 | 394x505x150 | 444x505x150,SS,Each,1,"3,068",
Aluminium Profiles & Handles,Drawer Slide-Slim2 :code CDSS2HKB- RA-BCCS1-19-20-6-PL 494x505x150 SS Each 1 3270,RA-BCCS1-21-20-6-PL,494x505x150 | 544x505x150 | 394x505x200,SS,Each,1,"3,367",
Aluminium Profiles & Handles,Drawer Slide-Slim2 :code CDSS2HKB- RA-BCCS1-19-20-6-PL 494x505x150 SS Each 1 3270,RA-BCCS1-15-20-8-TH,544x505x150 | 394x505x200 | 444x505x200,SS,Each,1,"3,040",
Aluminium Profiles & Handles,Drawer Slide-Slim2 :code CDSS2HKB- RA-BCCS1-19-20-8-TH 494x505x200 SS Each 1 3259,RA-BCCS1-21-20-8-TH,494x505x200 | 544x505x200,SS,Each,1,"3,332",
Aluminium Profiles & Handles,Basket Clip for Concealed,BCCS1,75x34x27,GR,Set of 4 Pcs,,222,
Aluminium Profiles & Handles,Basket Clip for Concealed,BCCS1-C,75x34x27,GR,Set of 4 Pcs,,166,
Aluminium Profiles & Handles,w/o Facia Bracket),RAM-33-20-4,834x505x100,,Each,1,"3,852",
Aluminium Profiles & Handles,Right Angle Modular,RAM-33-20-6,834x505x100 | 834x505x150,,Each,1,"4,652",
Aluminium Profiles & Handles,Basket,RAM-33-20-8,834x505x150 | 834x505x200,,Each,1,"4,767",
Aluminium Profiles & Handles,Right Angle Modular,RAMI-12-19-4PL,290x470x100,,Each,1,"1,148",
Aluminium Profiles & Handles,Right Angle Modular,RAMI-13-19-4TH,330x470x100,,Each,1,"1,148",
Aluminium Profiles & Handles,Right Angle Modular,RAMI-6-19-2-CP,140x470x60,CP,Each,1,483,
Aluminium Profiles & Handles,Right Angle Modular,RAMI-8-19-3-SC,200x470x80,,Each,1,975,
Aluminium Profiles & Handles,Insert-SAUCER,RA-12-20-4,305x505x 100 | 305x505x 150 | 305x505x200,SS,Each,1,"2,402",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-12-20-6 305x505x 150 SS Each 1 2541,RA-12-20-8,305x505x 100 | 305x505x 150 | 305x505x200 | 380x405x 100,SS,Each,1,"3,008",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-12-20-6 305x505x 150 SS Each 1 2541,RA-15-16-4,305x505x 100 | 305x505x 150 | 305x505x200 | 380x405x 100,SS,Each,1,"2,368",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-12-20-6 305x505x 150 SS Each 1 2541,RA-15-16-6,305x505x 150 | 305x505x200 | 380x405x 100 | 380x405x 150,SS,Each,1,"2,504",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-12-20-6 305x505x 150 SS Each 1 2541,RA-15-16-8,305x505x200 | 380x405x 100 | 380x405x 150 | 380x405x 200,SS,Each,1,"2,966",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-12-20-6 305x505x 150 SS Each 1 2541,RA-15-18-4,380x405x 100 | 380x405x 150 | 380x405x 200 | 380x455x 100,SS,Each,1,"2,491",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-15-18-6 380x455x 150 SS Each 1 2623,RA-15-18-8,380x405x 200 | 380x455x 100 | 380x455x 150 | 380x455x 200,SS,Each,1,"3,113",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-15-18-6 380x455x 150 SS Each 1 2623,RA-15-20-4,380x455x 100 | 380x455x 150 | 380x455x 200 | 380x505x 100,SS,Each,1,"2,668",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-15-18-6 380x455x 150 SS Each 1 2623,RA-15-20-6,380x455x 150 | 380x455x 200 | 380x505x 100 | 380x505x 150,SS,Each,1,"2,802",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-15-18-6 380x455x 150 SS Each 1 2623,RA-15-20-8,380x455x 200 | 380x505x 100 | 380x505x 150 | 380x505x 200,SS,Each,1,"3,315",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-15-18-6 380x455x 150 SS Each 1 2623,RA-17-20-4,380x505x 100 | 380x505x 150 | 380x505x 200 | 430x505x100,SS,Each,1,"2,816",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-15-18-6 380x455x 150 SS Each 1 2623,RA-17-20-6,380x505x 150 | 380x505x 200 | 430x505x100 | 430x505x150,SS,Each,1,"2,981",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-15-18-6 380x455x 150 SS Each 1 2623,RA-17-20-8,380x505x 200 | 430x505x100 | 430x505x150 | 430x505x200,SS,Each,1,"3,514",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-15-18-6 380x455x 150 SS Each 1 2623,RA-19-20-4,430x505x100 | 430x505x150 | 430x505x200 | 480x505x100,SS,Each,1,"3,003",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-19-20-6 480x505x150 SS Each 1 3212,RA-19-20-8,430x505x200 | 480x505x100 | 480x505x150 | 480x505x200,SS,Each,1,"3,796",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-19-20-6 480x505x150 SS Each 1 3212,RA-21-20-4,480x505x100 | 480x505x150 | 480x505x200 | 530x505x100,SS,Each,1,"3,182",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-19-20-6 480x505x150 SS Each 1 3212,RA-21-20-6,480x505x150 | 480x505x200 | 530x505x100 | 530x505x150,SS,Each,1,"3,393",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-19-20-6 480x505x150 SS Each 1 3212,RA-21-20-8,480x505x200 | 530x505x100 | 530x505x150 | 530x505x200,SS,Each,1,"3,961",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-19-20-6 480x505x150 SS Each 1 3212,RA-15-16-4-CS,530x505x100 | 530x505x150 | 530x505x200 | 380x405x100,SS,Each,1,"2,583",
Aluminium Profiles & Handles,Right Angle Basket - Plain RA-19-20-6 480x505x150 SS Each 1 3212,RA-15-18-4-CS,530x505x150 | 530x505x200 | 380x405x100 | 380x455x100,SS,Each,1,"2,795",
Aluminium Profiles & Handles,Kitchen Basket RA-17-20-4-CS 430x505x100 SS Each 1 3170,RA-19-20-4-CS,380x455x100 | 380x505x100 | 430x505x100 | 480x505x100,SS,Each,1,"3,332",
Aluminium Profiles & Handles,Kitchen Basket RA-17-20-4-CS 430x505x100 SS Each 1 3170,RA-21-20-4-CS,380x505x100 | 430x505x100 | 480x505x100 | 530x505x100,SS,Each,1,"3,518",
Aluminium Profiles & Handles,Kitchen Basket RA-17-20-4-CS 430x505x100 SS Each 1 3170,RA-15-16-6-PL,380x405x150 | 380x455x150,SS,Each,1,"2,551",
Aluminium Profiles & Handles,Kitchen Basket RA-17-20-4-CS 430x505x100 SS Each 1 3170,RA-15-18-6-PL,380x405x150 | 380x455x150 | 380x505x150,SS,Each,1,"2,772",
Aluminium Profiles & Handles,Basket,RA-17-20-6-PL,380x505x150 | 430x505x150 | 480x505x150,SS,Each,1,"2,994",
Aluminium Profiles & Handles,Basket,RA-19-20-6-PL,430x505x150 | 480x505x150 | 530x505x150,SS,Each,1,"3,236",
Aluminium Profiles & Handles,Basket,RA-21-20-6-PL,480x505x150 | 530x505x150 | 380x405x150,SS,Each,1,"3,376",
Aluminium Profiles & Handles,Basket,RA-15-16-6-PR,530x505x150 | 380x405x150 | 380x455x150,SS,Each,1,"2,838",
Aluminium Profiles & Handles,Basket,RA-15-18-6-PR,380x405x150 | 380x455x150 | 380x505x150,SS,Each,1,"2,976",
Aluminium Profiles & Handles,Kitchen Basket,RA-17-20-6-PR,380x505x150 | 430x505x150 | 480x505x150,SS,Each,1,"3,369",
Aluminium Profiles & Handles,Kitchen Basket,RA-19-20-6-PR,430x505x150 | 480x505x150 | 530x505x150,SS,Each,1,"3,567",
Aluminium Profiles & Handles,Kitchen Basket,RA-21-20-6-PR,480x505x150 | 530x505x150 | 380x405x150,SS,Each,1,"3,744",
Aluminium Profiles & Handles,Kitchen Basket,RA-15-16-6-TH,530x505x150 | 380x405x150 | 380x405x200,SS,Each,1,"2,414",
Aluminium Profiles & Handles,Kitchen Basket,RA-15-16-8-TH,380x405x150 | 380x405x200 | 380x455x150,SS,Each,1,"2,638",
Aluminium Profiles & Handles,Kitchen Basket,RA-15-18-6-TH,380x405x200 | 380x455x150 | 380x455x200,SS,Each,1,"2,586",
Aluminium Profiles & Handles,Kitchen Basket,RA-15-18-8-TH,380x455x150 | 380x455x200 | 380x505x150,SS,Each,1,"2,770",
Aluminium Profiles & Handles,Kitchen Basket,RA-15-20-6-TH,380x455x200 | 380x505x150 | 380x505x200,SS,Each,1,"2,765",
Aluminium Profiles & Handles,Basket,RA-17-20-6-TH,380x505x200 | 430x505x150 | 430x505x200,SS,Each,1,"2,838",
Aluminium Profiles & Handles,Basket,RA-17-20-8-TH,430x505x150 | 430x505x200 | 480x505x150,SS,Each,1,"3,053",
Aluminium Profiles & Handles,Basket,RA-19-20-6-TH,430x505x200 | 480x505x150 | 480x505x200,SS,Each,1,"2,989",
Aluminium Profiles & Handles,Basket,RA-19-20-8-TH,480x505x150 | 480x505x200 | 530x505x150,SS,Each,1,"3,201",
Aluminium Profiles & Handles,Basket,RA-21-20-6-TH,480x505x200 | 530x505x150 | 530x505x200,SS,Each,1,"3,135",
Aluminium Profiles & Handles,Basket,RA-21-20-8-TH,530x505x150 | 530x505x200 | 380x405x150,SS,Each,1,"3,384",
Aluminium Profiles & Handles,Basket,RA-15-16-6-BR,530x505x200 | 380x405x150 | 380x455x150,BR/SS,Each,1,"2,855",
Aluminium Profiles & Handles,Basket,RA-15-18-6-BR,380x405x150 | 380x455x150 | 380x505x150,BR/SS,Each,1,"3,215",
Aluminium Profiles & Handles,Kitchen Basket,RA-17-20-6-BR,380x505x150 | 430x505x150 | 480x505x150,BR/SS,Each,1,"3,382",
Aluminium Profiles & Handles,Kitchen Basket,RA-19-20-6-BR,430x505x150 | 480x505x150 | 530x505x150,BR/SS,Each,1,"3,629",
Aluminium Profiles & Handles,Kitchen Basket,RA-21-20-6-BR,480x505x150 | 530x505x150 | 380x505x150,BR/SS,Each,1,"3,963",
Aluminium Profiles & Handles,Kitchen Basket,RA-15-20-6-HBR,530x505x150 | 380x505x150,SS,Each,1,"3,252",
Aluminium Profiles & Handles,Right Angle Half Bottle,RA-17-20-6-HBR,380x505x150 | 430x505x150,SS,Each,1,"3,253",
Aluminium Profiles & Handles,Rack Kitchen Basket,RA-19-20-6-HBR,430x505x150 | 480x505x150 | 380x405x80,SS,Each,1,"3,780",
Aluminium Profiles & Handles,Rack Kitchen Basket,RA-15-16-4-CT,480x505x150 | 380x405x80 | 380x455x80,SS,Each,1,"4,069",
Aluminium Profiles & Handles,Rack Kitchen Basket,RA-15-18-4-CT,380x405x80 | 380x455x80 | 380x505x80,SS,Each,1,"4,550",
Aluminium Profiles & Handles,Kitchen Basket,RA-17-20-4-CT,380x505x80 | 430x505x80 | 480x505x80,SS,Each,1,"5,348",
Aluminium Profiles & Handles,Kitchen Basket,RA-19-20-4-CT,430x505x80 | 480x505x80 | 530x505x80,SS,Each,1,"5,804",
Aluminium Profiles & Handles,Kitchen Basket,RA-21-20-4-CT,480x505x80 | 530x505x80 | 500x505x135,SS,Each,1,"6,283",
Aluminium Profiles & Handles,Kitchen Basket,RA-20-20-5-UB,530x505x80 | 500x505x135 | 600x505x135,SS,Each,1,"3,752",
Aluminium Profiles & Handles,Kitchen Basket,RA-28-20-5-UB,600x505x135 | 700x505x135 | 800x505x135,SS,Each,1,"4,652",
Aluminium Profiles & Handles,Kitchen Basket,RA-32-20-5-UB,700x505x135 | 800x505x135 | 600x505x140,SS,Each,1,"4,967",
Aluminium Profiles & Handles,Kitchen Basket,DSB-24-20-6,800x505x135 | 600x505x140 | 710x505x140,SS,Each,1,"4,871",
Aluminium Profiles & Handles,Dinner Set Basket DSB-28-20-6 710x505x140 SS Each 1 5291,DSB-32-20-6,710x505x140 | 800x505x140,SS,Each,1,"5,575",
Aluminium Profiles & Handles,Dinner Set Basket DSB-28-20-6 710x505x140 SS Each 1 5291,KGD-14-20-14,355x505x350,SS,KG,1,"6,700",
Aluminium Profiles & Handles,Kitchen Grain Drawer KGD-16-20-14 405x505x350 SS Each 1 6745,KGD-20-20-14,405x505x350 | 505x505x350,SS,KG,1,"7,564",
Aluminium Profiles & Handles,Pull Out Grain Drawer - 15 W262-268 x D420 x,POGD-15,,WH,Each,,"5,537",
Aluminium Profiles & Handles,Fascia Bracket for POGD-,POGD-15-FB,,WH,Pair,,"1,031",
Aluminium Profiles & Handles,U. Clamp KBCT1 Set 100 18 /Set,KBCS130,,,Set of 4 pcs,50,81,
Aluminium Profiles & Handles,Basket Clamp KBCS144 EP Set of 4pcs. 50 92,KBCS147,,,,50,94,
Kitchen - Corner Solutions,Magic Corner Max 90 -,MCM90-L-AT,580 mm | 845 x 531 x 580,,,531,"40,992",
Kitchen - Corner Solutions,Magic Corner Max 90 -,MCM90-R-AT,580 mm | 845 x 531 x 580,,,531,"40,992",
Kitchen - Corner Solutions,Magic Corner Max 90 -,MCM90G-L-AT,580 mm | 845 x 531 x 580,,,531,"43,981",
Kitchen - Corner Solutions,Magic Corner Max 90 -,MCM90G-R-AT,580 mm | 845 x 531 x 580,,,531,"43,981",
Kitchen - Corner Solutions,Magic Corner Double,MCDP90,680x470x580,,,,"30,583",
Kitchen - Corner Solutions,Magic Corner Double,MCDP90G,680x470x580,,,,"34,672",
Kitchen - Corner Solutions,Kitchen Carrousel,KCN26W,,,,1,"12,723",
Kitchen - Corner Solutions,Kitchen Carrousel,KCN30W,,,,1,"13,781",
Kitchen - Storage Systems,Shutter Baskets (SS 304),KPUSC1-SSB45-12,70 mm | 286 x 70,,,12,"12,978",
Kitchen - Storage Systems,Kitchen Pantry Unit,KPUSC1-45-14-11-3,353x286x70 | 450 mm,SS,Each,304,"1,308",
Kitchen - Storage Systems,Kitchen Pantry Unit,KPUSC1-45-12-5-3,297x130x70 | 450 mm,SS,Each,304,855,
Kitchen - Storage Systems,Shutter Baskets (SS 304),KPUSC1-SSB60-12,70 mm | 286 x 70,,,12,"15,815",
Kitchen - Storage Systems,Kitchen Pantry Unit,KPUSC1-60-20-11-3,505x286x70 | 600 mm,SS,Each,304,"1,580",
Kitchen - Storage Systems,Kitchen Pantry Unit,KPUSC1-60-18-5-3,447x130x70 | 600 mm,SS,Each,304,"1,057",
Kitchen - Storage Systems,Shelves),CPOS-50-45,450 mm,ZW,Kg,,"6,178",
Kitchen - Storage Systems,Cupboard Pullout System -,CPOS-50-50,500 mm,ZW,Kg,,"6,580",
Kitchen - Storage Systems,Cupboard Pullout System -,CPOS-50-55,550 mm,ZW,Kg,,"6,979",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-45130-SL,,,,1,"14,082",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-45130-SF,,,,1,"14,082",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-45130-FG,,,,1,"17,660",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-45130-BL,,BL/BL,,1,"17,660",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-45135-GW,,,,1,"22,333",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-45135-OK,,,,1,"31,530",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-45130-AT,,,,1,"14,082",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-45130-MC,,,,1,"20,066",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-60130-SL,,,,1,"15,453",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-60130-SF,,,,1,"15,453",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-60130-FW,,,,1,"15,453",
Kitchen - Storage Systems,Rails & Cover Profile),RTPV-60130-AT,,,,1,"15,453",
Kitchen - Storage Systems,Profile),RTPV-60130-MC,,,,1,"24,744",
Kitchen - Storage Systems,Profile),RTPV-60130-BL,,BL/BL,,1,"21,710",
Kitchen - Storage Systems,Profile),RTPV-60135-GW,,,,1,"27,059",
Kitchen - Storage Systems,Profile),RTPV-60135-OK,,,,1,"39,235",
Kitchen - Storage Systems,Profile),RTPV-90130-SL,,,,1,"19,467",
Kitchen - Storage Systems,Profile),RTPV-90130-SF,,,,1,"19,467",
Kitchen - Storage Systems,Profile),RTPV-90130-AT,,,,1,"19,467",
Kitchen - Storage Systems,Profile),RTPV-90130-FG,,,,1,"25,219",
Kitchen - Storage Systems,Profile),RTPV-90130-BL,,BL/BL,,1,"25,219",
Kitchen - Storage Systems,Profile),RTPV-90130-MC,,,,1,"30,019",
Kitchen - Storage Systems,Profile),RTPV-90135-GW,,,,1,"32,929",
Kitchen - Storage Systems,Profile),RTPV-90135-OK,,,,1,"55,344",
Kitchen - Storage Systems,Base Pullout Max 45 BPO1-45 Cabinet width: 450mm Set 14869,BPOSC2-100,100x490x525 | 150x530x700 | 150x490x525,SS,,304,"5,606",
Kitchen - Storage Systems,Mounting Kit),BPOSC2-200,200x530x700 | 250x490x525 | 250x530x700 | 250 mm,SS,,304,"6,506",
Kitchen - Storage Systems,Mounting Kit),BPO2SC2-100,250 mm | 105x470x 555 | 150 mm | 155x470x555,,,150,"7,615",
Kitchen - Storage Systems,Bottle Pullout 2 -Soft Close 155x470x555,BPO2SC2-150,105x470x 555 | 150 mm | 155x470x555 | 200 mm,,,200,"8,419",
Kitchen - Storage Systems,Mounting Kit) BPO2SC2-200 (for 250 mm cabinet) AT Set 9108,BPO2SC2-250,205x470x 555 | 250 mm | 255x470x555 | 300 mm,,,300,"9,847",
Kitchen - Storage Systems,Mounting Kit) BPO2SC2-200 (for 250 mm cabinet) AT Set 9108,BPO2SC2G-100-AT,300 mm | 105x470x555 | 150 mm | 155x470x555,,,150,"9,470",
Kitchen - Storage Systems,and Mounting Kit) BPO2SC2G-200-AT (for 250 mm cabinet) AT Set 10616,BPO2SC2G-250-AT,250 mm | 255x470x555 | 300 mm,,,300,"11,347",
Kitchen - Storage Systems,and Mounting Kit) BPO2SC2G-200-AT (for 250 mm cabinet) AT Set 10616,SP-5020,500 mm | 90 mm,WH,,,"6,591",
Kitchen - Storage Systems,bottom shelf with slides),SP-5520,90 mm | 172 mm | 550 mm,WH,,,"6,826",
Kitchen - Storage Systems,bottom shelf with slides),SPH-16-23,,SS,Each,1,"2,004",
Kitchen - Storage Systems,Side Pullout Holder-,SPH-20-19,,SS,Each,1,"1,991",
Kitchen - Storage Systems,Frame,SPH-20-23,,SS,Each,1,"2,191",
Kitchen - Storage Systems,Frame,RA-4-16-3-SPB,100x405x75,SS,Each,1,956,
Kitchen - Storage Systems,Frame,RA-6-16-3-SPB,100x405x75 | 150x405x75,SS,Each,1,"1,085",
Kitchen - Storage Systems,Frame,RA-8-16-3-SPB,150x405x75 | 200x405x75 | 100x505x75,SS,Each,1,"1,217",
Kitchen - Storage Systems,Side Pullout - Basket,RA-4-20-3-SPB,200x405x75 | 100x505x75,SS,Each,1,"1,109",
Kitchen - Storage Systems,Side Pullout - Basket,RA-6-20-3-SPB,100x505x75 | 150x505x75,SS,Each,1,"1,253",
Kitchen - Storage Systems,Side Pullout - Basket,RA-8-20-3-SPB,150x505x75 | 200x505x75,SS,Each,1,"1,395",
Kitchen - Storage Systems,Side Pullout - Basket,SPOB-4-20-17D,200x505x75 | 100x505x432,SS,Each,1,"2,685",
Kitchen - Storage Systems,Side Pullout Frameless -2,SPOB-6-20-17D,100x505x432 | 150x505x432,SS,Each,1,"3,070",
Kitchen - Storage Systems,Tier,SPOB-8-20-17D,150x505x432 | 200x505x432,SS,Each,1,"3,389",
Kitchen - Storage Systems,Tier,SPOB-4-20-21T,200x505x432 | 100x505x533,SS,Each,1,"3,837",
Kitchen - Storage Systems,Side Pullout Frameless - 3,SPOB-6-20-21T,100x505x533 | 150x505x533,SS,Each,1,"4,324",
Kitchen - Storage Systems,Tier,SPOB-8-20-21T,150x505x533 | 200x505x533,SS,Each,1,"4,782",
Kitchen - Storage Systems,Side Pullout Organiser-,SPO2,138x506x334,,,1,"16,695",
Kitchen - Storage Systems,Pan Hanger Rack - Soft,PHR48-SC-AT,490x82x112,,Each,,"3,445",
Kitchen - Storage Systems,Detergent Pullout Basket -,DTP-8-20-14,200x505x350,,Each,,"3,029",
Kitchen - Overhead Systems,Kitchen Pulldown System,KPDS60-AT,255 mm | 564 x 526 x 255 | 600 mm,,Each,526,"22,539",
Kitchen - Overhead Systems,Baskets for Kitchen,KPDS60B-17-10-6,430x251x145,,,2,"3,499",
Kitchen - Overhead Systems,Kitchen Pulldown System,KPDS90-AT,255 mm | 864 x 526 x 255 | 868 mm | 900 mm,,Each,864,"22,861",
Kitchen - Overhead Systems,Baskets for Kitchen,KPDS90B-29-10-6,145 mm | 730 x 251 x 145 | 900 mm,,,2,"5,101",
Kitchen - Overhead Systems,Concealed Dining Table,CDTS1-5474,745 mm | 550 mm | 1200 mm,,,550,"22,450",
Hinges,Vertical Split Fitting VSF1-60 Height:600mm AS Set 1 8523,PT22-10,550x240x90 | 600x240x90,SS,Each,1,"3,893",
Hinges,Vertical Split Fitting VSF1-60 Height:600mm AS Set 1 8523,PT24-10,550x240x90 | 600x240x90 | 710x240x90,SS,Each,1,"4,010",
Hinges,kit),PT30-10,710x240x90 | 760x240x90 | 860x240x90,SS,Each,1,"5,324",
Hinges,kit),PT34-10,760x240x90 | 860x240x90 | 550x240x19,SS,Each,1,"5,830",
Hinges,kit),GT22-10,860x240x90 | 550x240x19 | 600x240x19,SS,Each,1,"2,485",
Hinges,kit),GT24-10,550x240x19 | 600x240x19 | 710x240x19,SS,Each,1,"2,641",
Hinges,kit),GT30-10,710x240x19 | 760x240x19 | 860x240x19,SS,Each,1,"3,322",
Hinges,kit),GT34-10,760x240x19 | 860x240x19 | 450x243x22,SS,Each,1,"3,680",
Hinges,kit),DT16-10,860x240x19 | 450x243x22 | 500x243x22,GR,Each,1,"1,291",
Hinges,kit),DT18-10,450x243x22 | 500x243x22 | 550x243x22,GR,Each,1,"1,435",
Hinges,kit),DT22-10,500x243x22 | 550x243x22 | 600x243x22,GR,Each,1,"1,665",
Hinges,kit) DT26-10 700x243x22mm GR Each 1 1938,DT28-10,700x243x22 | 710x243x22 | 760x243x22,GR,Each,1,"2,085",
Hinges,kit) DT26-10 700x243x22mm GR Each 1 1938,DT30-10,710x243x22 | 760x243x22 | 860x243x22,GR,Each,1,"2,216",
Hinges,kit) DT26-10 700x243x22mm GR Each 1 1938,DT34-10,760x243x22 | 860x243x22,GR,Each,1,"2,480",
Hinges,kit) DT26-10 700x243x22mm GR Each 1 1938,PR-16-10,860x243x22 | 405x255x81 | 456x255x81,SS,Each,1,"1,419",
Hinges,kit) DT26-10 700x243x22mm GR Each 1 1938,PR-18-10,405x255x81 | 456x255x81 | 559x255x81,SS,Each,1,"1,548",
Hinges,kit) DT26-10 700x243x22mm GR Each 1 1938,PR-22-10,456x255x81 | 559x255x81 | 595x255x81,SS,Each,1,"1,780",
Hinges,kit) DT26-10 700x243x22mm GR Each 1 1938,PR-24-10,559x255x81 | 595x255x81 | 660x255x81,SS,Each,1,"1,905",
Hinges,Kitchen Plate Rack,PR-26-10,595x255x81 | 660x255x81 | 705x255x81,SS,Each,1,"2,047",
Hinges,Kitchen Plate Rack,PR-28-10,660x255x81 | 705x255x81 | 755x255x81,SS,Each,1,"2,237",
Hinges,Kitchen Plate Rack,PR-30-10,705x255x81 | 755x255x81 | 855x255x81,SS,Each,1,"2,389",
Hinges,Kitchen Plate Rack,PR-34-10,755x255x81 | 855x255x81 | 405x255x47,SS,Each,1,"2,663",
Hinges,Kitchen Plate Rack,GR-16-10,855x255x81 | 405x255x47 | 456x255x47,GR/SS,Each,1,"1,244",
Hinges,Plate Rack,GR-22-10,456x255x47 | 559x255x47 | 595x255x47,GR/SS,Each,1,"1,484",
Hinges,Plate Rack,GR-24-10,559x255x47 | 595x255x47 | 660x255x47,GR/SS,Each,1,"1,549",
Hinges,Kitchen Glass Rack,GR-26-10,595x255x47 | 660x255x47 | 705x255x47,GR/SS,Each,1,"1,632",
